NAME,RANKED_IN,IS_RANKED,V_DISPLAY_SCORE,C_RNK_TOT_RETENTION,R_C_AVG_PCT_GRAD_6YR,PELL_GRADRATE,NONPELL_GRADRATE,DIFF_PELL_GRADRATE,R_C_AVG_PCT_RETENTION,PRED_GRAD_RATE,V_DIFF_GRAD_RATES,C_AVG_REPUTATION_SCORE_T,C_PCT_HS_COUNSELOR,FACULTY_RESOURCES_RANK,R_C_PCT_TOT_FAC_PT,V_FAC_TERMINAL,R_C_PCT_CLASSES_1_19,R_C_PCT_CLASSES_GT_50,V_STUDENT_FACULTY_RATIO,C_RNK_TOT_SELECT,R_C_SAT_ACT_PERCENT,R_C_HS_TOP_10_PCT_CLASS,R_C_HS_TOP_25_PCT_CLASS,C_RNK_LN_AVG_EDU_EXPENSES,C_RNK_ALUM_GIVING_RATE_2YR,R_C_ALUM_GIVING_RATE_2YR
cuny-york-college-4759,Regional Colleges North,34,17,33,29,29,30,-1,73,32,-3,2.7,,34,56.5,72,27.6,8,18:01,33,860-1020,,,36,32,
emmanuel-college-1563,Regional Colleges South,34,52,25,38,42,50,-8,60,37,9,2.6,,39,83.8,74,60.9,0,15:01,39,950-1110,,,35,26,6.8
murray-state-university-1977,Regional Universities South,34,61,64,50,36,59,-23,73,55,-6,3.1,,19,86.8,75,58.4,3,15:01,20,21-27,25,52,61,67,5.8
university-of-maine-fort-kent-2041,Regional Colleges North,34,17,30,35,39,26,12,68,37,-4,2.5,,31,63.4,44,50.2,6,14:01,17,860-1110,3,11,47,14,3.9
western-carolina-university-2981,Regional Universities South,34,61,25,58,56,61,-5,79,51,8,3.1,,89,87,81,27.3,5,17:01,70,20-24,13,38,99,71,5.5
western-kentucky-university-2002,Regional Universities South,34,61,62,51,38,58,-20,72,51,0,3.2,,46,83.8,77,48.2,6,18:01,36,19-27,22,46,51,54,7
brandeis-university-2133,National Universities,35,69,21,89,92,89,3,93,85,5,3.6,4.1,47,84.7,95,59.7,9,10:01,39,29-33,65,90,47,35,19.4
capital-university-3023,Regional Universities Midwest,35,58,40,60,52,63,-11,76,62,-3,2.7,,6,65.4,76,64,1,11:01,63,22-27,18,48,52,58,7.9
holy-cross-2141,National Liberal Arts Colleges,35,79,8,92,94,92,2,95,85,7,3.6,4.2,79,95.4,95,58.4,2,10:01,62,1270-1410,57,90,50,7,46.1
concordia-university-nebraska-2541,Regional Universities Midwest,35,58,21,65,66,67,0,76,62,5,2.7,,102,48.8,77,53.3,2,14:01,66,21-26,18,43,102,2,19.9
evergreen-state-college-8155,Regional Universities West,35,52,56,56,53,59,-6,66,48,9,3.2,,46,87.3,92,46.4,9,21:01,55,960-1190,9,32,71,69,2.4
georgia-institute-of-technology-1569,National Universities,35,69,37,85,80,87,-7,97,89,-4,4.3,4.5,117,95.4,94,39,26,22:01,19,1370-1520,88,98,61,32,21.1
la-salle-university-3287,Regional Universities North,35,68,51,66,58,73,-15,78,55,12,2.9,,134,72.6,80,46.4,1,11:01,85,970-1160,14,36,31,45,10.1
misericordia-university-3247,Regional Universities North,35,68,24,73,66,80,-14,83,63,13,2.5,,101,71.7,78,47.7,0,12:01,38,1030-1205,21,51,75,15,14.4
nazareth-college-2779,Regional Universities North,35,68,22,71,64,68,-4,83,67,0,2.6,,101,61.4,82,51.7,0,9:01,15,1070-1250,26,60,54,45,10.1
nmt-2654,Regional Universities West,35,52,73,48,42,49,-7,76,79,-32,3.1,,79,87.6,,60.1,8,11:01,7,23-29,35,68,4,87,
rider-university-2628,Regional Universities North,35,68,68,64,58,64,-6,80,63,-1,2.8,,17,67.5,98,47.4,1,11:01,49,990-1190,14,43,19,70,7.9
sacred-heart-university-1403,Regional Universities North,35,68,64,66,66,74,-7,83,66,6,3.1,,98,61.3,81,41,1,14:01,80,1060-1200,10,29,65,70,8
richard-stockton-college-9345,Regional Universities North,35,68,15,71,67,76,-9,87,58,15,2.7,,74,71.9,94,26.6,2,17:01,49,1010-1200,20,47,97,183,1.5
university-of-florida-1535,National Universities,35,69,7,88,85,90,-5,96,82,6,3.7,4.1,65,94.1,92,48,16,19:01,39,1240-1400,77,96,44,75,12.8
uw-superior-3925,Regional Colleges Midwest,35,54,47,43,35,50,-15,70,52,-8,3,,23,75.7,68,61.9,2,16:01,37,19-23,6,26,24,69,4.8
briar-cliff-university-1846,Regional Colleges Midwest,36,53,45,45,34,47,-12,65,49,-7,2.7,,17,84.3,75,72.4,1,12:01,25,19-24,6,30,45,29,11
bucknell-university-3238,National Liberal Arts Colleges,36,77,41,89,88,91,-2,93,88,2,3.9,4.4,110,95.8,97,52,2,9:01,34,1250-1420,60,89,36,45,28.4
ferrum-college-3711,Regional Colleges South,36,51,54,30,31,39,-8,52,27,8,2.8,,30,85.1,82,69.6,0,14:01,55,850-1078,3,12,16,29,6.1
franklin-and-marshall-college-3265,National Liberal Arts Colleges,36,77,41,87,82,86,-4,92,87,-2,3.6,4.1,30,95.9,95,67.7,1,9:01,25,1260-1420,68,90,34,61,24.6
lafayette-college-3284,National Liberal Arts Colleges,36,77,29,90,87,90,-4,94,88,2,3.6,4.1,57,92.7,98,61.2,1,10:01,38,28-31,58,82,36,44,29.3
mcpherson-college-1933,Regional Colleges Midwest,36,53,41,46,33,39,-6,62,46,-11,2.8,,19,82.7,72,76.2,0,13:01,48,19-22,10,21,35,38,8.3
university-of-minnesota-crookston-4069,Regional Colleges Midwest,36,53,32,50,48,57,-8,68,50,4,2.7,,8,79.4,47,71,0,16:01,50,19-24,16,34,71,77,1.4
concordia-university-california-29059,Regional Universities West,37,51,45,59,54,69,-15,76,52,13,2.9,,69,49.1,70,56.5,0,16:01,36,1010-1200,18,36,60,45,4.6
martin-methodist-3504,Regional Colleges South,37,49,40,38,27,43,-16,54,33,0,2.7,,43,78,67,60.2,0,15:01,30,18-23,,,55,8,13.6
north-carolina-wesleyan-2951,Regional Colleges South,37,49,51,28,37,22,15,56,28,3,2.7,,5,44.2,83,78.8,0,17:01,49,870-1060,8,23,55,38,3.4
st-martins-3794,Regional Universities West,37,51,53,53,51,64,-14,79,54,5,2.8,,40,69.3,90,64.3,0,11:01,39,980-1190,24,52,35,57,3.3
findlay-3045,Regional Universities Midwest,37,57,61,59,,,,80,65,-4,2.8,,56,92,66,57.6,1,16:01,16,21-27,24,56,46,38,9.5
west-liberty-3823,Regional Colleges South,37,49,21,43,,,,70,38,5,2.6,,38,84.3,64,65.7,0,15:01,19,17-23,12,34,81,45,2.2
aquinas-college-michigan-2239,Regional Universities Midwest,38,56,57,55,52,64,-12,78,58,1,2.8,,65,66.7,81,67.3,0,11:01,71,1020-1220,,,58,18,12.9
boston-college-2128,National Universities,38,68,34,92,90,92,-2,95,93,-1,3.6,4.4,52,75.1,94,48.5,7,12:01,27,1320-1490,78,95,63,23,24.8
william-and-mary-3705,National Universities,38,68,42,91,89,92,-3,95,93,-1,3.8,4.4,47,88.6,95,49.1,7,11:01,31,1300-1480,81,97,109,17,29.3
eastern-illinois-university-1674,Regional Universities Midwest,38,56,55,58,49,61,-12,74,51,5,2.6,,12,92,78,52.6,2,14:01,109,18-23,12,33,12,146,3.3
marian-university-1821,Regional Universities Midwest,38,56,69,55,41,61,-19,77,55,-3,2.8,,73,78.8,70,66.6,1,14:01,75,1000-1200,18,44,15,9,14.8
st-ambrose-university-1889,Regional Universities Midwest,38,56,52,62,59,64,-5,78,58,5,2.9,,42,81.2,87,46.4,0,12:01,97,21-26,14,42,66,78,6.4
university-of-california-davis-1313,National Universities,38,68,12,85,82,87,-5,93,82,3,3.9,4.2,102,89.3,93,37.6,28,20:01,57,1120-1360,100,100,28,154,6.9
university-of-indianapolis-1804,Regional Universities Midwest,38,56,69,55,46,62,-16,75,57,-1,3.1,,76,73.4,79,55.3,1,13:01,79,990-1180,20,47,58,26,11.5
michigan-dearborn-2326,Regional Universities Midwest,38,56,46,54,52,62,-10,81,59,-1,2.8,,73,80.5,86,29.7,9,17:01,19,1060-1290,24,55,74,58,8
uw-eau-claire-3917,Regional Universities Midwest,38,56,9,67,65,68,-2,83,62,5,3.1,,161,86.6,76,21.1,16,22:01,19,21-26,16,48,152,70,7.3
wheeling-jesuit-3831,Regional Universities South,38,60,27,60,67,61,6,70,63,0,2.5,,51,70.2,80,63.6,3,13:01,70,19-24,13,38,8,42,8.4
christian-brothers-university-3482,Regional Universities South,39,59,49,51,34,54,-20,81,55,-11,2.8,,30,78.2,85,65.7,0,13:01,13,21-27,27,56,80,13,16
culver-stockton-college-2460,Regional Colleges Midwest,39,52,32,47,43,52,-9,69,46,1,2.8,,51,74.7,65,59.7,0,15:01,43,18-23,9,28,72,7,19.4
freed-hardeman-university-3492,Regional Universities South,39,59,40,55,43,63,-20,77,57,-2,2.5,,30,83.8,82,61.7,4,13:01,9,22-28,31,58,49,33,10.3
fresno-pacific-university-1253,Regional Universities West,39,50,24,61,60,66,-6,78,44,19,2.5,,40,35,88,72.3,1,13:01,67,915-1090,22,63,56,87,
grand-view-university-1867,Regional Colleges Midwest,39,52,34,48,46,53,-7,70,42,8,2.7,,41,66.8,62,69.7,0,13:01,33,18-23,15,36,50,71,3.5
oakland-city-university-1824,Regional Colleges Midwest,39,52,22,51,57,57,0,70,43,14,2.2,,32,43.5,,82.8,0,11:01,53,950-1150,8,19,37,71,3.4
occidental-college-1249,National Liberal Arts Colleges,39,76,38,85,82,85,-3,92,82,2,3.9,4.2,74,86.4,97,67.1,0,9:01,28,1280-1440,62,86,58,126,17.2
union-college-new-york-2889,National Liberal Arts Colleges,39,76,41,87,82,86,-3,92,84,1,3.4,4,27,97.2,97,66.8,0,10:01,28,1270-1430,63,88,48,37,31.1
incarnate-word-3578,Regional Universities West,39,50,42,51,51,55,-5,76,50,3,2.9,,40,69.1,48,63.2,2,13:01,76,940-1120,16,40,43,47,4.3
william-carey-2447,Regional Universities South,39,59,33,54,48,77,-29,80,37,20,2.6,,36,66.2,66,71.3,1,15:01,44,21-28,28,54,128,93,3.9
brevard-college-2912,Regional Colleges South,40,48,33,42,,,,55,42,0,3.1,,64,80.1,,,,,58,,,,55,55,
oakwood-university-1033,Regional Colleges South,40,48,15,44,,,,73,37,7,2.9,,79,,,,,,58,,,,55,55,
california-state-university-chico-1146,Regional Universities West,41,49,30,64,,,,86,59,5,2.9,,79,75.5,85,25.2,14,23:01,33,990-1170,35,76,106,51,4
hardin-simmons-university-3571,Regional Universities West,41,49,62,52,44,56,-12,70,57,-6,2.8,,8,81.1,90,64.1,2,12:01,71,18-24,18,44,51,29,7.5
mount-st-marys-university-2086,Regional Universities North,41,67,78,67,54,66,-12,76,61,2,2.9,,74,83.1,87,55.4,0,13:01,87,970-1190,8,30,31,9,15.7
oral-roberts-university-3985,Regional Universities West,41,49,39,56,53,58,-5,81,53,4,2.6,,65,77,71,55.4,7,14:01,48,20-26,22,46,44,15,10.7
pitzer-college-1172,National Liberal Arts Colleges,41,75,49,86,86,83,3,94,85,-2,3.7,4.3,38,87.2,100,71.3,0,11:01,67,29-32,63,88,34,67,24
skidmore-college-2814,National Liberal Arts Colleges,41,75,38,87,86,87,-2,93,81,6,3.6,4.1,43,88.6,87,73.1,0,8:01,53,1205-1400,29,73,48,88,20.7
suny-new-paltz-2846,Regional Universities North,41,67,15,73,73,,,88,64,8,2.9,,162,79.4,83,24.5,4,16:01,20,1100-1260,31,69,85,175,2.5
university-of-california-san-diego-1317,National Universities,41,67,5,86,82,86,-4,95,82,2,3.8,4.2,144,93.6,98,38.7,35,19:01,46,1140-1380,100,100,23,209,4.4
boston-university-2130,National Universities,42,66,60,86,84,88,-4,93,83,4,3.6,4.4,33,86.9,91,60.7,13,10:01,45,1300-1480,62,92,53,105,10.2
case-western-reserve-university-3024,National Universities,42,66,66,82,78,84,-5,93,83,0,3.7,4.2,52,91.6,92,60.4,13,11:01,32,30-33,70,95,36,39,18.7
marshall-university-3815,Regional Universities South,42,58,64,46,41,56,-16,73,52,-3,3.4,,77,87.8,80,44.8,5,19:01,70,19-25,,,55,86,4.3
talladega-college-1046,Regional Colleges South,42,47,35,41,,,,56,38,3,2.6,,51,82.2,70,66.4,2,16:01,58,,,,24,11,13.1
university-of-montevallo-1004,Regional Universities South,42,58,69,47,50,,,77,56,-6,3,,51,85.6,93,48.1,1,14:01,48,20-26,,,20,46,7.7
university-of-north-florida-9841,Regional Universities South,42,58,33,55,53,59,-6,81,59,-2,3,,112,81,83,30.4,11,18:01,27,1090-1280,15,43,70,86,4.4
university-of-tennessee-martin-3531,Regional Universities South,42,58,52,48,43,58,-16,74,50,0,2.8,,21,81.1,71,60.3,3,15:01,33,20-25,16,44,74,64,6.4
valley-city-state-3008,Regional Colleges Midwest,42,51,56,40,26,40,-14,71,48,-13,2.9,,16,83.2,61,73.3,3,13:01,43,18-23,,,32,36,8.8
bluefield-college-3703,Regional Colleges South,43,46,52,36,13,31,-18,57,35,-14,2.8,,17,67.5,73,70.8,0,14:01,41,870-1085,7,25,53,22,7.1
denison-university-3042,National Liberal Arts Colleges,43,74,49,82,85,87,-2,89,80,6,3.5,4,47,94.9,97,66.1,0,9:01,41,28-31,65,87,61,96,19.4
hood-college-2076,Regional Universities North,43,66,51,65,59,62,-2,78,60,1,2.8,,42,70.6,92,72.1,0,10:01,117,980-1220,15,34,75,13,15.1
marywood-university-3296,Regional Universities North,43,66,28,69,66,70,-4,83,59,10,2.5,,67,61.9,87,57.5,0,12:01,65,1000-1190,19,47,85,28,12.5
mayville-state-2993,Regional Colleges Midwest,43,50,68,33,23,42,-19,55,44,-10,2.6,,6,83,47,86,1,14:01,21,18-23,,,24,16,16.3
niagara-university-2788,Regional Universities North,43,66,41,66,61,72,-11,84,57,11,2.7,,48,64.4,94,57,1,11:01,41,1020-1200,16,47,138,62,8.4
ohio-valley-university-3819,Regional Colleges South,43,46,35,36,33,27,6,54,43,-12,2.4,,39,52,59,69,0,11:01,15,18-23,7,26,35,18,7.9
roger-williams-university-4917,Regional Universities North,43,66,72,64,68,64,4,81,66,-2,2.9,,21,67,91,47.9,1,14:01,36,1090-1250,,,43,113,4.6
thomas-aquinas-college-10448,National Liberal Arts Colleges,43,74,21,81,86,76,10,93,69,10,2.8,3.4,30,92.1,87,100,0,11:01,49,1200-1380,54,72,88,1,58.7
wagner-college-2899,Regional Universities North,43,66,43,67,68,71,-3,85,75,-5,2.7,,67,68.1,87,66.3,2,13:01,46,1070-1250,25,50,19,79,7
whitman-college-3803,National Liberal Arts Colleges,43,74,61,88,79,89,-9,94,88,0,3.5,4.1,57,89.7,93,69,0,9:01,34,26-31,59,88,56,41,30.6
chaminade-university-of-honolulu-1605,Regional Universities West,44,48,53,51,52,54,-3,76,49,4,2.7,,65,85.3,,55.3,0,11:01,50,970-1180,19,46,23,69,2.4
lake-superior-state-2293,Regional Colleges Midwest,44,48,47,42,34,52,-18,69,47,-3,2.8,,44,84.1,68,54,6,17:01,30,990-1180,15,37,41,76,1.8
northeastern-university-2199,National Universities,44,65,50,85,88,87,0,97,85,2,3.4,4.3,25,90.1,94,68.1,6,14:01,27,32-34,75,93,79,87,11.4
ottawa-university-1937,Regional Colleges Midwest,44,48,54,39,40,52,-12,62,50,-3,2.7,,23,66.9,72,64.5,1,12:01,27,18-22,27,30,54,29,10.9
tulane-university-2029,National Universities,44,65,74,83,79,84,-5,92,85,-2,3.5,4.2,27,84.5,95,60.8,6,8:01,34,30-33,62,88,42,50,16.1
walla-walla-university-3799,Regional Universities West,44,48,39,55,60,66,-7,82,62,2,2.8,,75,82.3,68,61.3,6,14:01,48,1020-1240,,,40,87,
gordon-state-college-1575,Regional Colleges South,45,45,15,50,,,,55,26,24,2.6,,60,83,73,,,20:01,55,840-1030,,,85,52,0.9
limestone-college-3436,Regional Colleges South,45,45,60,32,0,0,0,55,37,-11,2.5,,34,,81,66.9,0,,25,17-22,4,19,3,55,
point-university-1547,Regional Colleges South,45,45,32,37,33,19,14,57,34,-7,2.6,,50,47.9,64,69.3,1,15:01,44,16-21,12,27,28,55,
university-of-arkansas-pine-bluff-1086,Regional Colleges South,45,45,55,26,26,41,-15,68,31,-2,2.7,,66,93.3,56,52.1,2,15:01,42,16-20,13,33,8,22,7.5
university-of-minnesota-duluth-2388,Regional Universities Midwest,45,55,46,59,56,61,-5,77,60,-1,3,,111,93.4,75,37.3,16,18:01,21,22-26,18,48,97,85,5.6
ursuline-3134,Regional Universities Midwest,45,55,92,50,43,64,-21,68,50,3,2.6,,23,61.5,71,88.8,0,8:01,87,18-24,17,50,5,15,13.3
centre-college-1961,National Liberal Arts Colleges,46,73,41,84,85,82,3,91,82,0,3.5,4.1,97,98,98,60.6,0,10:01,34,26-31,64,86,78,12,42.7
connecticut-college-1379,National Liberal Arts Colleges,46,73,49,84,88,84,4,90,86,-1,3.5,4,47,89.2,93,75,1,9:01,78,1270-1400,44,78,36,51,25.8
crown-college-2383,Regional Colleges Midwest,46,46,20,56,58,74,-16,69,50,16,2.4,,61,62.8,53,69.6,2,19:01,40,18-25,61,17,74,77,1.6
the-masters-university-and-seminary-1220,Regional Universities West,46,47,24,62,46,53,-8,86,65,-15,2.4,,87,48.8,75,69.3,6,12:01,28,1030-1240,31,69,33,21,9.5
northwest-university-3783,Regional Universities West,46,47,50,54,51,64,-12,78,45,14,2.5,,99,56.9,64,60.8,4,12:01,44,1005-1240,,,20,34,7.1
pepperdine-university-1264,National Universities,46,64,37,85,83,85,-2,92,76,9,3.3,4.2,33,80.6,89,70.6,2,13:01,73,1200-1390,49,80,65,122,8.5
radford-university-3732,Regional Universities South,46,57,37,58,52,56,-5,75,48,7,3.1,,62,83.2,83,35.2,9,16:01,109,940-1120,6,21,85,105,3.2
trinity-college-1414,National Liberal Arts Colleges,46,73,64,84,92,80,12,89,83,-2,3.6,4.1,47,89.8,91,73.9,0,9:01,71,28-32,49,81,27,48,27.3
university-of-georgia-1598,National Universities,46,64,42,84,80,87,-6,95,76,9,3.6,4.1,47,95.6,94,45.8,11,17:01,66,26-31,54,90,123,62,13.6
university-of-illinois-urbanachampaign-1775,National Universities,46,64,50,85,79,87,-8,93,80,5,3.9,4.1,79,100,94,40.6,19,20:01,57,26-32,50,83,56,147,7.4
wilmington-college-3142,Regional Colleges Midwest,46,46,39,52,,,,67,40,12,2.9,,70,79.6,,,,,62,18-23,,,56,51,
alverno-college-3832,Regional Universities Midwest,47,54,119,41,42,56,-14,72,38,7,3.1,,47,67.8,70,80.5,0,10:01,126,17-22,14,38,35,38,9.4
anderson-university-1785,Regional Universities Midwest,47,54,69,58,42,65,-24,75,57,0,2.8,,36,64.7,75,70.3,2,10:01,103,910-1110,18,43,21,35,9.9
brenau-university-1556,Regional Universities South,47,56,69,47,40,58,-18,66,44,4,2.8,,11,79.4,72,72.1,2,9:01,103,880-1090,8,37,30,93,4
st-scholastica-2343,Regional Universities Midwest,47,54,36,66,51,73,-22,83,60,7,2.9,,133,76.9,52,48.3,5,14:01,27,19-27,25,55,87,94,5
columbia-international-university-3429,Regional Universities South,47,56,15,65,63,67,-5,74,51,15,2.3,,96,69.6,71,73.3,7,15:01,106,840-1070,5,25,26,45,7.9
eastern-mennonite-university-3708,Regional Universities South,47,56,30,62,48,72,-24,75,63,0,2.4,,46,81.8,72,71.5,1,9:01,74,990-1170,,,14,111,
lee-university-3500,Regional Universities South,47,56,47,52,44,56,-12,79,55,-3,2.9,,71,66.4,77,55.3,6,16:01,17,21-28,24,50,115,46,7.9
saint-leo-university-1526,Regional Universities South,47,56,64,42,44,46,-2,71,40,5,2.7,,24,84,83,44.2,0,14:01,98,970-1140,12,30,19,76,5.1
bethany-college-1904,Regional Colleges Midwest,48,44,45,42,43,51,-8,57,45,2,2.5,,53,67.7,67,64.8,2,14:01,50,18-23,7,25,46,29,10.9
california-state-university-stanislaus-1157,Regional Universities West,48,46,30,54,51,54,-3,83,38,14,2.7,,50,76.8,81,23.2,6,23:01,111,910-1100,,,82,126,0.6
central-washington-university-3771,Regional Universities West,48,46,39,54,60,60,0,77,49,11,2.9,,62,87.6,77,40.5,5,19:01,94,960-1160,,,77,72,2.1
gannon-university-3266,Regional Universities North,48,65,51,66,57,73,-17,83,58,10,2.6,,67,81.2,78,53.2,0,13:01,33,990-1220,22,53,65,67,8
maranatha-baptist-university-23172,Regional Colleges Midwest,48,44,36,47,41,58,-17,69,44,5,2.2,,44,57.9,45,80.2,3,11:01,14,20-25,13,37,70,51,
notre-dame-de-namur-university-1179,Regional Universities West,48,46,62,47,39,49,-10,74,51,-7,2.6,,26,46.7,98,67.5,0,12:01,98,910-1110,8,27,13,20,9.7
olivet-2308,Regional Colleges Midwest,48,44,50,46,,0,,63,40,11,2.7,,62,74.6,,55.1,3,17:01,50,18-23,,,54,44,7.4
suny-oswego-2848,Regional Universities North,48,65,46,65,63,67,-4,80,57,9,2.9,,134,85.2,84,54.9,5,17:01,49,1075-1225,12,52,106,88,6.5
uccs-4509,Regional Universities West,48,46,85,45,38,46,-8,67,53,-10,3.2,,46,80.7,68,39.9,7,19:01,30,21-26,14,38,74,40,4.8
gettysburg-college-3268,National Liberal Arts Colleges,49,72,64,85,82,84,-2,90,87,-3,3.5,4,52,89.7,98,69.2,0,9:01,38,1270-1410,65,84,56,72,23.9
rpi-2803,National Universities,49,63,62,82,83,84,-1,93,84,-1,3.5,4.3,39,96.6,94,52.2,12,13:01,39,1320-1500,63,91,65,96,10.8
sewanee-3534,National Liberal Arts Colleges,49,72,89,79,70,79,-9,88,81,-4,3.6,4.1,38,86.3,96,63.6,1,10:01,53,27-30,36,61,50,30,32.4
uscb-3450,Regional Colleges South,49,44,70,24,,,,56,38,-14,2.9,,17,81.4,71,57.2,3,15:01,30,930-1090,11,34,42,55,
university-of-texas-3658,National Universities,49,63,50,81,76,85,-9,95,83,0,4.1,4.3,144,94.1,89,34.6,26,18:01,46,1230-1460,74,95,77,96,11.1
university-of-wisconsin-3895,National Universities,49,63,55,85,83,88,-6,95,84,3,4,4.2,131,93.9,90,43.1,22,18:01,57,27-31,52,89,61,75,12.9
villanova-3388,National Universities,49,63,31,90,92,90,2,95,87,3,3.2,4.2,95,81.5,89,42.4,2,11:01,38,30-33,65,95,109,19,27.1
baker-university-1903,Regional Universities Midwest,50,53,57,58,51,60,-9,76,59,-2,2.6,,42,79.3,86,72,0,13:01,38,21-25,18,48,58,45,9
chowan-university-2916,Regional Colleges South,50,43,73,25,23,37,-14,48,23,3,2.8,,27,80.1,73,48.2,0,16:01,73,780-950,5,25,48,4,17.8
merrimack-college-2120,Regional Universities North,50,64,35,70,61,72,-11,82,59,9,2.8,,120,70.1,88,38,1,14:01,112,1020-1190,6,24,85,61,8.5
nyit-4804,Regional Universities North,50,64,155,46,42,55,-12,75,62,-12,2.8,,1,63.7,94,64.5,1,12:01,38,1040-1230,22,52,6,62,8.2
seton-hill-university-pennsylvania-3362,Regional Universities North,50,64,84,58,50,65,-15,81,56,2,2.7,,87,75.2,82,61.9,1,14:01,41,1020-1220,20,47,60,9,15.8
st-marys-university-minnesota-2380,Regional Universities Midwest,50,53,40,61,54,60,-5,77,57,1,2.8,,32,44.7,87,73,0,18:01,59,20-25,8,38,131,55,8.1
suny-fredonia-2844,Regional Universities North,50,64,41,64,63,63,0,79,55,8,2.7,,80,79.9,87,57.7,5,14:01,68,980-1190,15,35,75,119,4.2
towson-university-2099,Regional Universities North,50,64,35,70,67,73,-7,85,61,11,3.1,,155,76.6,80,28.5,3,17:01,38,1055-1210,15,41,182,109,4.8
university-of-illinois-springfield-9333,Regional Universities Midwest,50,53,86,49,47,52,-5,77,61,-11,2.9,,91,80.1,88,56.8,1,13:01,27,20-27,24,54,13,94,4.9
agnes-scott-college-1542,National Liberal Arts Colleges,51,71,41,70,69,64,5,85,69,-2,3.3,3.9,57,85.7,98,77.6,0,10:01,80,1110-1300,30,65,50,25,34.6
dickinson-college-3253,National Liberal Arts Colleges,51,71,64,84,90,82,8,91,84,-1,3.5,4,57,92.1,92,74.6,0,9:01,43,1230-1420,48,77,61,61,24.7
furman-university-3434,National Liberal Arts Colleges,51,71,82,83,73,82,-9,90,82,-1,3.6,4.1,57,89.9,99,59.5,0,10:01,49,26-31,38,71,58,82,21.7
rhodes-college-3519,National Liberal Arts Colleges,51,71,71,81,74,85,-11,91,80,3,3.5,4.1,74,92.8,98,68.5,0,10:01,41,27-32,50,79,97,26,33.8
spelman-college-1594,National Liberal Arts Colleges,51,71,34,76,67,82,-15,90,58,17,3.6,4,147,88.4,92,60,1,11:01,144,1070-1215,26,53,73,30,32.1
tabor-college-1946,Regional Colleges Midwest,51,43,40,44,40,37,3,60,49,-11,2.6,,58,58.8,61,67.7,1,10:01,48,18-24,13,33,39,45,6.5
truett-mcconnell-university-1597,Regional Colleges South,51,42,41,33,33,41,-9,65,33,5,2.6,,53,73.5,55,59.8,6,19:01,27,920-1120,9,28,78,49,1.1
california-state-university-los-angeles-1140,Regional Universities West,52,45,53,45,47,47,0,82,25,22,3,,97,67.6,74,20.4,8,24:01:00,118,890-1080,2,5,120,77,2
coastal-carolina-university-3451,Regional Universities South,52,55,87,43,37,46,-9,67,48,-6,3,,27,80,80,38.4,2,17:01,64,19-24,11,36,55,30,10.5
columbia-college-sc-3430,Regional Universities South,52,55,40,49,49,50,-1,72,43,6,2.5,,41,75.4,75,70.4,0,15:01,95,17-21,9,34,43,35,9.5
dickinson-state-university-2989,Regional Colleges Midwest,52,41,69,30,24,33,-9,58,49,-19,2.7,,5,76.2,49,78,1,10:01,56,18-23,,,17,77,1.4
everglades-university-31085,Regional Colleges South,52,41,25,45,,,,53,28,17,2.4,,49,60.2,68,88.4,0,,58,,,,79,83,0
georgia-gwinnett-college-41429,Regional Colleges South,52,41,67,20,14,17,-3,68,29,-14,3.1,,39,85.8,80,37,0,18:01,47,910-1110,3,15,74,38,3.8
glenville-state-college-3813,Regional Colleges South,52,41,23,36,43,44,-1,66,36,7,2.4,,54,86.6,53,60,1,18:01,36,16-21,4,23,83,41,3.2
kansas-wesleyan-university-1929,Regional Colleges Midwest,52,41,57,35,31,33,-3,60,43,-11,2.6,,35,79.6,70,70.4,1,13:01,40,19-24,11,34,42,42,7.5
northwest-nazarene-university-1624,Regional Universities West,52,45,57,52,48,60,-12,76,58,-2,2.6,,71,99.7,67,62.1,5,16:01,32,1030-1240,24,51,58,16,10.2
palm-beach-atlantic-8849,Regional Universities South,52,55,50,51,49,57,-7,75,56,-2,2.7,,36,71.8,81,63.2,2,12:01,40,980-1200,16,44,51,132,2.1
wingate-university-2985,Regional Universities South,52,55,43,53,49,54,-5,74,55,-2,2.9,,89,79.2,86,41.3,1,16:01,93,18-23,10,32,55,30,10.4
carroll-university-3838,Regional Universities Midwest,53,52,36,62,60,68,-9,80,60,6,2.9,,161,61.5,76,54.8,4,16:01,21,21-26,19,47,93,46,8.9
lehigh-university-3289,National Universities,53,62,46,88,81,87,-6,96,94,-8,3.3,4,47,91.2,96,45.4,12,9:01,46,1270-1430,63,89,53,39,18.8
olivet-nazarene-university-1741,Regional Universities Midwest,53,52,57,60,53,71,-18,77,60,6,2.7,,128,75.5,73,43,9,17:01,42,20-26,21,47,66,16,13
spring-arbor-university-2318,Regional Universities Midwest,53,52,46,55,54,65,-11,79,50,10,2.6,,56,82,82,65.6,1,13:01,59,1000-1205,22,48,118,48,8.5
syracuse-university-2882,National Universities,53,62,50,82,81,83,-2,91,69,14,3.3,4,55,85.8,90,58.5,9,15:01,103,1160-1350,36,69,88,75,12.7
university-of-miami-1536,National Universities,53,62,70,82,79,84,-5,92,88,-4,3.4,4.1,39,87,88,53.7,8,12:01,64,28-32,46,77,25,62,13.7
university-of-nebraska-kearney-2551,Regional Universities Midwest,53,52,46,58,54,66,-12,81,54,7,2.8,,111,87.9,76,50.6,2,14:01,38,19-25,20,44,115,67,7.4
