NAME,RANKED_IN,IS_RANKED,V_DISPLAY_SCORE,C_RNK_TOT_RETENTION,R_C_AVG_PCT_GRAD_6YR,PELL_GRADRATE,NONPELL_GRADRATE,DIFF_PELL_GRADRATE,R_C_AVG_PCT_RETENTION,PRED_GRAD_RATE,V_DIFF_GRAD_RATES,C_AVG_REPUTATION_SCORE_T,C_PCT_HS_COUNSELOR,FACULTY_RESOURCES_RANK,R_C_PCT_TOT_FAC_PT,V_FAC_TERMINAL,R_C_PCT_CLASSES_1_19,R_C_PCT_CLASSES_GT_50,V_STUDENT_FACULTY_RATIO,C_RNK_TOT_SELECT,R_C_SAT_ACT_PERCENT,R_C_HS_TOP_10_PCT_CLASS,R_C_HS_TOP_25_PCT_CLASS,C_RNK_LN_AVG_EDU_EXPENSES,C_RNK_ALUM_GIVING_RATE_2YR,R_C_ALUM_GIVING_RATE_2YR
butler-university-1788,Regional Universities Midwest,1,100,2,77,73,80,-7,90,82,-3,4,,9,84.2,80,52.1,3,11:01,2,25-30,46,76,5,1,22
calvin-college-2241,Regional Colleges Midwest,1,100,2,74,61,77,-16,86,72,0,4.1,,28,87.7,90,30.3,1,13:01,3,23-30,28,57,3,6,19.8
carroll-college-2526,Regional Colleges West,1,100,1,66,64,73,-10,81,62,9,3.6,,13,78.9,76,62.3,2,11:01,1,22-28,32,64,7,3,13.5
cooper-union-2710,Regional Colleges North,1,100,1,84,94,81,13,96,90,-7,4.2,,19,50,,73.4,1,7:01,1,1310-1530,51,85,1,1,21.7
creighton-university-2542,Regional Universities Midwest,1,100,5,75,70,83,-13,90,83,-2,4.2,,8,84.4,88,46.1,7,11:01,4,25-30,33,69,2,23,11.8
elon-university-2927,Regional Universities South,1,100,1,83,79,84,-6,90,80,4,4.1,,16,88.7,86,50.7,0,12:01,2,1140-1330,21,54,8,2,22.3
fairfield-university-1385,Regional Universities North,1,100,4,81,80,81,-2,89,82,-1,3.6,,7,71.8,92,43.9,1,12:01,4,1180-1320,41,79,9,6,16.6
high-point-university-2933,Regional Colleges South,1,100,1,64,55,65,-9,80,62,1,3.8,,5,85.4,81,50,1,14:01,3,1050-1240,18,47,9,16,10.1
princeton-university-2627,National Universities,1,100,5,97,95,98,-3,98,96,1,4.9,4.9,4,93.8,94,75.5,10,5:01,10,1430-1570,91,98,10,1,59.1
santa-clara-university-1326,Regional Universities West,1,100,1,87,88,90,-2,95,84,6,4.1,,5,81.7,94,46.8,1,11:01,2,28-32,57,87,3,2,19.2
taylor-university-1838,Regional Colleges Midwest,1,100,2,77,65,82,-18,88,74,5,4,,19,86.9,83,58.1,5,13:01,4,22-29,35,63,6,9,19
williams-college-2229,National Liberal Arts Colleges,1,100,2,95,91,95,-4,98,95,-1,4.7,4.6,5,92.4,97,76.3,2,7:01,3,31-35,88,98,4,2,51.4
amherst-college-2115,National Liberal Arts Colleges,2,96,2,94,95,95,0,97,93,2,4.7,4.6,38,90.8,89,70.5,3,8:01,6,32-34,83,94,8,5,47.2
flagler-7893,Regional Colleges South,2,87,2,59,56,54,2,71,54,1,3.6,,15,74,74,53.7,0,16:01,32,950-1160,,,25,8,13.6
harvard-university-2155,National Universities,2,96,3,97,95,97,-1,97,96,0,4.9,4.9,6,94,93,72.5,11,6:01,5,1460-1590,95,99,7,9,33.1
providence-college-3406,Regional Universities North,2,99,3,85,77,86,-9,92,78,6,3.7,,23,79.1,88,53.7,3,12:01,14,1160-1330,36,65,19,4,16.9
rollins-college-1515,Regional Universities South,2,98,6,72,78,75,3,85,77,-2,3.8,,2,100,89,74.6,0,10:01,1,1195-1350,31,58,1,60,6.6
trinity-university-texas-3647,Regional Universities West,2,99,4,80,74,81,-7,89,88,-8,4.1,,1,89.2,99,57.5,1,9:01,1,27-32,44,76,2,7,13.7
united-states-coast-guard-academy-1415,Regional Colleges North,2,90,2,85,,81,,93,82,-1,4.3,,18,94.7,49,55.8,0,7:01,4,1180-1343,39,75,2,32,
william-jessup-university-1281,Regional Colleges West,2,90,2,62,60,66,-6,75,50,14,3.5,,14,42.3,77,72.6,1,12:01,6,1000-1215,24,43,18,11,5.3
bentley-university-2124,Regional Universities North,3,98,1,89,88,92,-4,94,83,8,3.5,,33,83.4,86,19.4,0,11:01,1,1210-1380,34,74,13,92,6.2
california-state-university-maritime-academy-1134,Regional Colleges West,3,89,3,60,50,69,-19,81,58,6,3.3,,16,90.3,62,25.3,2,14:01,5,1070-1250,,,2,8,6.4
citadel-3423,Regional Universities South,3,91,10,70,63,77,-14,86,61,12,3.9,,16,83.9,94,40.8,1,12:01,54,20-25,9,30,13,1,24.6
college-ozarks-2500,Regional Colleges Midwest,3,94,1,69,69,79,-10,77,48,24,3.7,,32,84.5,59,55.2,1,14:01,18,21-26,25,62,17,7,19.6
columbia-university-2707,National Universities,3,94,3,95,92,96,-4,99,94,2,4.7,4.8,2,96.2,100,81.5,9,6:01,5,32-35,96,98,13,15,30.1
drake-university-1860,Regional Universities Midwest,3,93,9,76,64,82,-19,88,80,-1,3.9,,4,84.7,92,54.5,5,11:01,3,24-30,38,66,8,29,11
loyola-marymount-university-11649,Regional Universities West,3,92,6,80,72,81,-8,90,77,2,3.9,,6,75.3,96,52.9,1,10:01,6,1180-1360,41,75,7,1,20.1
massachusetts-institute-of-technology-2178,National Universities,3,94,21,93,87,95,-8,99,93,1,4.9,4.9,11,92.9,92,69.6,11,3:01,1,1490-1570,98,100,1,8,33.8
swarthmore-college-3370,National Liberal Arts Colleges,3,93,8,94,89,95,-6,97,95,-1,4.6,4.6,18,94.9,99,73.5,3,8:01,3,31-34,91,99,8,20,36.9
us-merchant-marine-2892,Regional Colleges North,3,83,3,73,100,69,31,91,81,-4,3.9,,12,96.4,,44.7,0,13:01,2,25-29,22,64,3,32,
university-of-chicago-1774,National Universities,3,94,26,93,90,93,-3,99,95,-2,4.6,4.7,2,94,100,80,6,5:01,1,32-35,99,100,7,5,40.3
university-of-the-ozarks-1094,Regional Colleges South,3,80,11,46,39,60,-22,68,59,-8,3.5,,19,90,79,53.6,0,14:01,12,18-23,6,30,7,12,12.6
wellesley-college-2224,National Liberal Arts Colleges,3,93,13,91,88,90,-2,95,92,-3,4.5,4.5,18,94.9,93,70.3,0,7:01,9,30-33,81,96,6,3,48.5
yale-university-1426,National Universities,3,94,7,97,98,97,0,99,96,1,4.8,4.9,9,87.9,93,73.3,9,6:01,5,1420-1590,94,93,1,18,28.3
augustana-college-sioux-falls-3458,Regional Colleges Midwest,4,92,4,71,68,72,-4,84,70,1,3.7,,21,89.5,83,50.9,3,12:01,1,23-29,35,64,9,25,11.5
catawba-college-2914,Regional Colleges South,4,77,8,49,31,56,-25,73,44,1,3.2,,8,78,78,73.1,0,12:01,32,18-23,13,44,9,13,12
college-of-new-jersey-2642,Regional Universities North,4,95,2,87,80,88,-8,94,82,5,3.4,,12,69,90,43.9,0,13:01,3,1170-1330,36,73,31,85,6.9
gonzaga-university-3778,Regional Universities West,4,89,2,84,85,88,-3,93,76,11,4,,30,80.2,84,33,2,12:01,4,1180-1350,42,75,15,5,15.1
john-carroll-university-3050,Regional Universities Midwest,4,87,2,75,79,77,2,85,63,15,3.5,,3,66.5,99,54,0,12:01,33,22-27,29,57,29,14,13.5
maine-maritime-academy-2044,Regional Colleges North,4,70,6,65,55,75,-21,81,53,15,3.6,,10,88.3,32,50.9,0,10:01,5,990-1180,10,57,4,2,18
ohio-northern-university-3089,Regional Colleges Midwest,4,92,6,70,63,78,-14,86,74,-1,3.5,,3,91.6,87,62.8,1,11:01,5,22-28,25,55,11,25,11.4
samford-university-1036,Regional Universities South,4,90,8,72,71,76,-5,88,76,0,3.9,,6,84.6,86,65.9,3,12:01,6,23-29,28,58,11,40,8.7
texas-lutheran-university-3641,Regional Colleges West,4,87,5,49,48,55,-6,71,53,-1,3.5,,7,84.5,84,57.4,0,14:01,12,970-1150,17,44,5,2,14.1
barton-college-2908,Regional Colleges South,5,75,6,47,44,62,-18,69,38,15,2.8,,7,80.9,74,73.3,0,10:01,9,950-1140,13,39,12,20,7.9
bowdoin-college-2038,National Liberal Arts Colleges,5,91,13,94,95,95,-1,96,94,1,4.4,4.6,38,94.5,99,66.3,2,9:01,9,1290-1510,86,96,12,3,48.6
carleton-college-2340,National Liberal Arts Colleges,5,91,13,94,91,95,-3,96,92,2,4.3,4.4,13,92.9,98,69.6,1,9:01,6,31-34,86,98,29,6,46.8
chapman-university-1164,Regional Universities West,5,83,4,78,77,79,-2,90,82,-3,3.8,,12,71,84,45.2,4,14:01,3,25-30,37,78,12,26,8.4
coker-college-3427,Regional Colleges South,5,75,5,49,45,49,-4,65,40,7,3.1,,13,83.7,92,82.1,0,13:01,32,17-21,9,22,20,26,6.7
loyola-university-maryland-2078,Regional Universities North,5,94,10,82,78,81,-4,87,80,1,3.6,,28,87.5,86,46.6,0,11:01,7,1140-1310,29,68,9,35,11.2
messiah-college-3298,Regional Colleges North,5,68,3,79,77,81,-4,87,68,13,3.1,,5,77.6,85,47.5,2,12:01,3,1100-1310,33,63,12,5,11.3
middlebury-college-3691,National Liberal Arts Colleges,5,91,17,94,93,95,-1,96,96,-1,4.3,4.5,30,94.6,96,67.2,1,8:01,8,30-34,85,95,5,18,38.9
montana-tech-2531,Regional Colleges West,5,83,14,42,37,47,-10,74,62,-18,3.7,,9,87.7,59,59.4,5,13:01,2,22-27,25,56,14,4,13.2
oit-3211,Regional Colleges West,5,83,6,46,47,43,4,77,48,-4,3.6,,6,78,41,58.5,3,15:01,3,1040-1230,25,57,21,13,4.6
pomona-college-1173,National Liberal Arts Colleges,5,91,4,94,97,92,4,98,95,-2,4.4,4.5,18,91.2,99,71,1,8:01,3,30-34,94,100,6,55,25.7
stetson-university-1531,Regional Universities South,5,87,15,63,54,68,-13,78,65,-3,3.6,,1,83.2,94,60.1,0,13:01,11,1110-1290,22,50,12,40,8.8
university-of-mobile-1029,Regional Colleges South,5,75,10,45,36,53,-17,73,45,1,3.4,,31,74.3,67,73.9,0,13:01,2,20-25,38,62,44,48,1.7
valparaiso-university-1842,Regional Universities Midwest,5,85,19,68,59,78,-19,84,70,2,3.8,,32,89.7,88,45.6,4,11:01,8,23-29,32,63,15,7,15.5
belmont-3479,Regional Universities South,6,84,11,70,66,70,-4,84,71,-1,3.8,,6,68.8,88,42.5,1,13:01,4,24-29,27,56,51,46,7.7
bradley-university-1641,Regional Universities Midwest,6,83,4,74,66,75,-9,87,70,2,3.6,,17,81.1,80,55.6,2,12:01,10,22-28,26,60,35,48,8.6
cedar-crest-college-3243,Regional Colleges North,6,54,5,58,50,51,-1,77,50,0,3,,5,61.6,71,76,2,10:01,7,940-1170,20,44,15,4,12
dordt-college-1859,Regional Colleges Midwest,6,91,4,67,64,64,0,84,61,3,3.5,,10,76.4,76,63.6,5,12:01,7,22-28,18,43,27,4,20.8
emerson-college-2146,Regional Universities North,6,90,7,80,78,81,-3,88,79,2,3.4,,45,70.7,71,67.4,1,13:01,2,1200-1360,28,71,19,98,5.5
james-madison-university-3721,Regional Universities South,6,84,1,83,75,84,-9,87,72,11,4,,93,86.3,78,33.9,13,16:01,20,1100-1260,16,51,78,56,6.7
university-of-portland-3224,Regional Universities West,6,81,3,81,79,82,-4,90,76,6,3.7,,45,78.5,85,32.4,1,12:01,5,1140-1320,54,83,23,14,11.3
university-of-scranton-3384,Regional Universities North,6,90,12,79,68,79,-12,88,70,7,3.3,,5,81.9,89,52.9,0,12:01,9,1080-1280,32,63,27,39,10.9
colby-sawyer-college-2572,Regional Colleges North,7,53,13,54,52,58,-6,76,45,11,3.1,,4,81.6,75,66.9,1,13:01,10,1030-1210,,,7,6,10
mills-college-1238,Regional Universities West,7,79,16,68,74,67,7,77,70,0,3.3,,6,72.8,85,69.8,0,10:01,33,1030-1290,25,55,1,3,17
northwestern-college-1883,Regional Colleges Midwest,7,86,9,66,59,73,-14,80,61,7,3.4,,14,80.6,89,67.8,1,11:01,6,21-27,25,59,17,12,17.6
oklahoma-baptist-3164,Regional Colleges West,7,82,7,53,58,51,7,75,60,-8,3.5,,8,86.3,69,69.6,3,12:01,4,20-26,28,56,12,10,5.8
stanford-university-1305,National Universities,7,93,13,94,91,95,-4,98,94,0,4.9,4.9,12,99.6,99,68.3,12,4:01,10,1390-1540,94,99,5,12,31.8
university-of-evansville-1795,Regional Universities Midwest,7,80,12,69,68,76,-8,85,72,1,3.3,,4,85.4,86,68.1,1,11:01,7,22-29,37,67,21,22,12.1
university-of-mount-union-3083,Regional Colleges Midwest,7,86,13,61,57,65,-7,78,52,10,3.6,,9,78.3,90,54.6,0,13:01,11,20-25,18,45,35,14,16.6
appalachian-state-2906,Regional Universities South,8,83,3,72,71,74,-3,87,61,13,3.7,,24,88.9,99,32.5,8,16:01,7,24-27,19,57,103,60,6.6
blue-mountain-college-2398,Regional Colleges South,8,71,3,53,53,68,-15,69,42,19,2.8,,19,82.3,74,70.1,1,14:01,10,18-24,13,40,47,29,6.4
duke-university-2920,National Universities,8,92,13,95,97,95,1,97,94,1,4.5,4.7,1,98.2,96,71,7,6:01,16,31-35,90,97,15,9,33.2
marist-college-2765,Regional Universities North,8,89,7,81,78,84,-7,90,76,7,3.4,,45,66.7,74,43,0,16:01,7,1120-1320,24,53,43,35,11.4
rocky-mountain-college-2534,Regional Colleges West,8,78,12,47,45,56,-12,70,53,-1,3.3,,5,79.8,83,74.7,1,11:01,8,20-25,15,43,7,6,8.5
seattle-university-3790,Regional Universities West,8,78,14,77,65,77,-12,86,73,1,3.7,,34,87.8,87,54.8,1,11:01,7,1130-1330,33,68,11,36,6.2
st-marys-college-of-california-1302,Regional Universities West,8,78,10,72,75,77,-1,87,68,8,3.4,,2,73.6,95,62.4,0,11:01,55,1060-1240,,,8,29,7.5
university-of-pennsylvania-3378,National Universities,8,92,7,96,94,96,-2,98,96,0,4.5,4.8,7,90,100,68.2,11,6:01,5,32-35,96,100,14,7,36.7
usc-aiken-3449,Regional Colleges South,8,71,18,41,34,46,-12,69,43,-2,3.3,,2,77.3,77,54.6,1,15:01,15,18-23,16,42,48,35,4.8
vaughn-college-2665,Regional Colleges North,8,50,11,53,55,40,15,74,43,9,3.2,,9,40.6,54,71.8,0,15:01,21,921-1100,,,9,13,4.6
whitworth-university-3804,Regional Universities West,8,78,12,75,71,76,-5,85,73,2,3.7,,20,75.7,70,62.5,1,11:01,11,1090-1310,36,70,20,10,12.8
xavier-university-3144,Regional Universities Midwest,8,79,26,72,53,73,-20,85,70,-1,3.7,,9,74.6,78,42.3,1,12:01,63,22-28,16,45,31,12,14.3
berry-college-1554,Regional Universities South,9,82,21,64,56,67,-11,81,75,-11,3.3,,3,88.4,92,56.5,0,11:01,22,24-29,34,66,2,15,15
claremont-mckenna-college-1170,National Liberal Arts Colleges,9,90,25,91,97,89,8,95,92,-2,4.3,4.5,4,94.1,99,83.7,2,8:01,21,30-34,82,96,15,26,34.3
cottey-college-666970,Regional Colleges Midwest,9,83,16,65,75,50,25,74,56,1,2.9,,1,91.8,93,95.7,0,6:01,27,19-23,18,39,1,48,5.6
goshen-college-1799,Regional Colleges Midwest,9,83,9,70,59,77,-19,79,61,11,3.4,,22,85,65,63.3,1,11:01,30,980-1238,18,46,5,5,20
ithaca-college-2739,Regional Universities North,9,88,15,76,71,77,-7,85,74,2,3.5,,36,85.3,80,60.6,3,10:01,5,1150-1330,21,55,26,77,7.2
millikin-university-1724,Regional Colleges Midwest,9,83,15,61,51,68,-17,76,56,5,3.6,,14,78.7,80,71.5,1,10:01,12,19-26,13,38,17,27,11.2
truman-state-2495,Regional Universities Midwest,9,78,6,73,68,77,-9,88,76,-1,3.7,,51,92.9,85,46.2,2,16:01,1,24-30,51,83,120,70,7.3
university-of-maine-farmington-2040,Regional Colleges North,9,46,8,55,46,56,-10,74,41,10,2.9,,10,79.6,86,63.6,1,13:01,6,970-1075,14,42,23,16,3.2
montana-western-2537,Regional Colleges West,9,77,7,49,41,57,-15,70,37,13,3.4,,1,87.4,85,64,0,17:01,27,16-22,6,18,32,17,3
bryant-university-3402,Regional Universities North,10,87,11,79,73,80,-7,89,71,8,3.1,,7,79.5,83,22,0,13:01,10,1120-1280,22,52,15,57,8.7
christopher-newport-university-3706,Regional Universities South,10,81,7,72,70,75,-5,87,66,9,3.3,,8,82.3,91,59,3,15:01,17,1110-1270,18,50,78,5,19.6
davidson-college-2918,National Liberal Arts Colleges,10,89,13,93,89,91,-2,95,92,-1,4.3,4.4,10,99.3,97,74.8,1,9:01,15,30-33,76,95,29,12,42.5
jhu-2077,National Universities,10,90,21,93,95,93,2,97,94,0,4.6,4.8,17,98.8,92,74.1,10,7:01,3,33-35,94,99,4,6,38
msoe-3868,Regional Universities Midwest,10,72,36,63,60,69,-9,84,74,-7,3.4,,23,78.4,83,42.5,0,16:01,12,25-30,,,20,77,6.8
northwestern-university-1739,National Universities,10,90,19,94,93,94,-1,98,95,-1,4.4,4.7,5,94.5,100,78.6,6,6:01,10,32-35,91,100,9,16,29.7
st-francis-college-2820,Regional Colleges North,10,45,8,53,48,55,-7,77,39,12,2.7,,3,49.4,86,60.5,0,14:01,16,950-1120,,,22,7,9.8
usc-upstate-6951,Regional Colleges South,10,70,9,41,44,43,1,71,39,5,3.2,,14,76.4,64,54.6,1,13:01,25,17-22,9,32,44,45,2.2
warner-pacific-3225,Regional Colleges West,10,76,11,44,38,39,-1,65,47,-8,3.2,,10,68.7,63,82.1,1,9:01,20,880-1100,11,34,1,15,3.8
cazenovia-college-2685,Regional Colleges North,11,40,11,53,51,57,-6,71,46,8,2.7,,7,71.1,,85.9,0,10:01,26,923-1098,5,23,20,11,5.5
college-of-charleston-3428,Regional Universities South,11,79,15,68,62,71,-9,79,67,2,3.8,,30,80.5,92,40.5,5,15:01,15,22-27,22,53,45,79,5
dominican-university-1750,Regional Universities Midwest,11,71,16,62,58,68,-10,78,54,8,2.9,,17,64.6,87,63.7,0,11:01,31,20-25,25,55,31,11,14.6
franciscan-university-3036,Regional Universities Midwest,11,71,1,77,75,79,-4,86,65,13,2.6,,22,75.8,84,55.1,1,14:01,10,23-28,28,55,63,23,11.8
grinnell-college-1868,National Liberal Arts Colleges,11,88,11,87,87,87,0,94,85,2,4.2,4.3,16,94.3,99,63.4,0,9:01,17,30-34,69,91,22,19,37.4
haverford-college-3274,National Liberal Arts Colleges,11,88,17,92,91,93,-2,97,95,-2,4.1,4.3,18,93.6,99,75.9,1,9:01,1,1390-1530,96,99,15,16,39.5
huntingdon-college-1019,Regional Colleges South,11,69,29,41,24,47,-23,66,47,-10,3.1,,29,72.3,74,58.5,1,15:01,5,19-24,13,27,17,2,28
san-diego-christian-college-12031,Regional Colleges West,11,73,9,46,53,59,-5,70,39,18,3.1,,15,32.3,46,85.7,0,14:01,23,850-980,13,28,4,20,
simmons-university-2208,Regional Universities North,11,84,13,72,70,75,-5,85,70,3,3,,87,49.7,74,68.8,3,12:01,10,1130-1310,36,70,5,12,15.4
smith-college-2209,National Liberal Arts Colleges,11,88,21,88,89,88,1,93,85,3,4.3,4.5,30,98.6,100,67.9,4,9:01,17,1290-1490,72,96,15,37,31.3
university-of-redlands-1322,Regional Universities West,11,74,19,72,,,,85,70,2,3.3,,4,66.1,90,67.6,0,,19,1070-1250,22,55,27,11,12.3
vassar-college-2895,National Liberal Arts Colleges,11,88,4,91,92,89,3,95,90,0,4.2,4.5,25,93.8,89,67.2,0,8:01,17,1370-1510,65,93,15,51,25.7
washington-and-lee-3768,National Liberal Arts Colleges,11,88,29,91,90,92,-2,96,94,-2,3.8,4.2,3,91.4,96,71.6,0,8:01,9,31-33,81,96,27,9,44.8
california-institute-of-technology-1131,National Universities,12,88,37,92,84,90,-6,98,95,-6,4.7,4.7,10,95.9,98,67,10,3:01,3,1530-1590,93,100,1,22,25.8
california-polytechnic-state-university-san-luis-obispo-1143,Regional Universities West,12,73,6,78,73,84,-11,94,75,7,4,,91,84.6,76,16.1,13,19:01,9,1220-1400,55,86,60,51,4.1
cedarville-university-3025,Regional Colleges Midwest,12,80,7,72,62,74,-12,86,71,1,3.3,,35,72.9,73,60.1,6,14:01,2,23-29,33,62,27,35,10
dartmouth-college-2573,National Universities,12,88,13,96,92,96,-4,98,95,1,4.3,4.8,14,91.5,95,64.5,7,7:01,10,1430-1560,93,98,16,2,43.8
john-paul-the-great-catholic-university-666990,Regional Colleges West,12,72,4,63,67,59,8,74,57,4,3.2,,36,45.8,56,54.7,9,15:01,7,1020-1190,9,35,10,9,6.3
loyola-university-new-orleans-2016,Regional Universities South,12,77,30,60,47,61,-13,79,68,-12,3.4,,4,78.7,90,53.3,1,11:01,17,22-28,31,60,3,65,6.2
newberry-college-3440,Regional Colleges South,12,67,6,44,52,53,-1,68,43,9,2.8,,31,71.8,79,56.6,1,14:01,38,17-22,8,30,20,5,16
penn-college-3395,Regional Colleges North,12,39,26,40,40,48,-7,77,50,-5,2.9,,1,85.6,22,63.4,0,14:01,20,950-1140,7,25,12,24,1.3
st-edwards-university-3621,Regional Universities West,12,73,19,65,60,66,-5,82,64,0,3.5,,10,67.1,90,56.7,0,13:01,14,1080-1250,24,58,28,21,9.6
st-josephs-university-pennsylvania-3367,Regional Universities North,12,83,19,79,69,84,-15,90,73,9,3.2,,53,72.1,91,40.6,1,11:01,10,1110-1290,21,51,25,39,10.8
suny-alfred-2854,Regional Colleges North,12,39,7,55,53,49,3,77,40,10,2.9,,27,85.9,41,47.1,2,18:01,12,940-1130,,,37,22,2.1
averett-university-3702,Regional Colleges South,13,66,29,37,37,43,-6,61,42,-2,3,,3,75.3,64,79.4,0,12:01,50,830-1020,7,24,6,38,3.5
baldwin-wallace-college-3014,Regional Universities Midwest,13,70,14,67,62,70,-8,81,64,3,3.1,,36,72.7,73,63.4,1,11:01,24,21-27,22,48,26,74,7.2
benedictine-college-10256,Regional Colleges Midwest,13,79,11,64,63,65,-3,78,55,9,3.5,,51,80.6,71,59.7,1,13:01,8,22-28,26,48,53,3,21.9
hamline-university-2354,Regional Universities Midwest,13,70,16,64,60,71,-11,81,60,7,3.3,,91,74.6,90,46.9,1,13:01,38,20-26,19,43,38,32,10.1
john-brown-university-1100,Regional Universities South,13,76,4,65,70,76,-7,83,68,5,3,,62,63.2,76,51.6,0,14:01,2,24-29,29,58,31,23,11.3
kentucky-wesleyan-college-1969,Regional Colleges South,13,66,29,38,27,38,-11,66,48,-16,3.1,,9,77.9,80,78,0,13:01,8,19-26,,,22,14,11.3
loras-college-1873,Regional Colleges Midwest,13,79,8,68,68,68,0,79,64,4,3.3,,41,87.8,91,45.7,0,12:01,10,20-26,17,46,32,10,18.7
marietta-college-3073,Regional Colleges Midwest,13,79,24,60,39,55,-16,69,65,-16,3.2,,2,80.6,82,82.8,0,9:01,14,20-25,19,41,2,18,15.7
north-central-college-1734,Regional Universities Midwest,13,70,31,67,61,71,-9,79,67,1,3.1,,62,77.5,91,41.3,0,14:01,12,22-27,28,55,41,4,17.3
quinnipiac-university-1402,Regional Universities North,13,80,24,76,66,76,-10,87,76,-1,3.4,,74,61.7,89,43.1,3,16:01,19,1080-1260,22,51,27,165,3.1
southwestern-adventist-3619,Regional Colleges West,13,71,10,42,36,38,-1,74,40,-3,2.9,,2,80.8,61,73.4,1,12:01,15,900-1140,10,30,6,13,4.6
st-catherine-university-2342,Regional Universities Midwest,13,70,21,62,51,66,-16,82,61,-3,3.3,,79,78.2,59,64.7,2,10:01,24,21-26,24,62,38,19,12.6
welch-college-30018,Regional Colleges South,13,66,18,37,46,50,-4,72,52,-4,2.7,,9,56.1,60,89.5,1,9:01,1,21-26,31,66,40,6,14.7
asbury-university-1952,Regional Universities South,14,75,12,66,56,75,-18,82,62,7,3,,27,73.3,78,68.9,0,12:01,7,21-28,29,66,45,9,17
brown-university-3401,National Universities,14,85,7,96,94,95,-2,98,94,1,4.4,4.8,17,95.5,95,70.3,11,7:01,5,31-35,94,99,24,13,31.6
howard-payne-university-3575,Regional Colleges West,14,67,15,43,38,44,-5,54,47,-6,3.1,,4,81,67,84.3,0,10:01,18,19-22,10,28,7,7,6.7
paul-smiths-college-2795,Regional Colleges North,14,37,24,44,59,49,9,72,41,11,3,,31,87.9,42,58.9,3,13:01,30,860-1100,5,14,9,8,9.5
suny-cobleskill-2856,Regional Colleges North,14,37,13,48,53,51,1,74,38,14,2.8,,35,81.2,44,46,4,16:01,25,17-22,4,21,7,16,3.3
suny-geneseo-2845,Regional Universities North,14,79,6,80,81,77,4,88,78,-1,3.5,,167,87.4,90,23.8,10,19:01,6,1120-1300,28,64,138,53,9.1
university-of-dallas-3651,Regional Universities West,14,72,26,69,52,74,-23,82,74,-6,3.5,,11,81.4,88,60.5,3,11:01,12,1140-1370,37,71,17,5,14.9
vanderbilt-3535,National Universities,14,85,26,92,89,92,-3,97,94,-2,4.2,4.7,13,91.5,96,65.9,8,7:01,10,32-35,90,96,12,24,24.7
california-lutheran-university-1133,Regional Universities West,15,71,16,69,74,69,4,84,69,2,3.3,,13,69.1,87,56.3,0,16:01,16,1060-1230,28,66,35,8,13
embryriddle-aeronautical-university-1479,Regional Universities South,15,73,40,55,49,63,-15,79,71,-12,3.7,,41,90,76,21,2,17:01,13,1080-1320,23,50,5,132,2
manhattan-college-2758,Regional Universities North,15,78,19,73,68,78,-10,86,63,12,2.9,,23,78.6,99,44.9,0,13:01,46,1050-1243,23,54,60,9,15.7
marymount-california-university-666945,Regional Colleges West,15,65,20,32,34,36,-2,64,51,-16,3.6,,21,64.2,51,61.2,0,16:01,21,860-1040,,,3,36,0.4
st-marys-university-san-antonio-3623,Regional Universities West,15,71,28,59,57,71,-14,76,55,8,3.2,,3,79.8,96,59.3,0,11:01,21,1040-1230,32,58,23,19,10
thomas-jefferson-university-12393,Regional Universities North,15,78,51,64,61,69,-8,82,66,0,2.9,,80,64.4,66,69.6,4,18:01,33,1030-1210,10,42,3,135,3.6
unc-wilmington-2984,Regional Universities South,15,73,8,72,65,75,-10,85,64,8,3.4,,89,82.2,84,27.9,10,18:01,4,23-27,25,62,99,76,5.2
alice-lloyd-college-1951,Regional Colleges South,16,65,35,35,27,30,-3,63,40,-11,3.1,,57,82.9,72,46.5,5,16:01,6,18-23,12,40,34,1,45.4
clarke-university-1852,Regional Colleges Midwest,16,75,19,64,,,,74,52,12,3.1,,11,78.1,92,75.4,0,8:01,20,20-25,15,47,27,23,13.4
colgate-university-2701,National Liberal Arts Colleges,16,87,29,91,90,91,-2,95,90,1,4.1,4.4,10,93.3,100,73.4,1,9:01,12,31-33,77,94,29,10,44.5
cornell-university-2711,National Universities,16,84,13,93,92,94,-2,97,93,0,4.6,4.8,23,93.5,93,57.3,18,9:01,19,1390-1550,86,98,17,21,26.1
hamilton-college-2728,National Liberal Arts Colleges,16,87,17,92,94,94,-1,95,92,2,3.9,4.2,8,93.5,98,74.6,0,9:01,12,31-33,77,96,22,17,39.4
mcmurry-university-3591,Regional Colleges West,16,64,21,36,30,43,-13,57,41,-5,3.1,,3,83.6,77,73.8,1,11:01,16,17-22,12,33,18,5,8.8
rice-3604,National Universities,16,84,26,92,87,92,-5,97,93,-2,4.1,4.6,7,91.5,99,70.4,9,6:01,10,33-35,89,97,20,11,32.6
tennessee-wesleyan-college-3525,Regional Colleges South,16,65,15,44,32,46,-14,68,42,-3,3,,19,79.1,73,65.7,2,12:01,4,19-25,10,36,44,32,5.8
unity-college-6858,Regional Colleges North,16,36,10,59,54,73,-19,69,46,19,2.6,,29,85.1,81,47,0,15:01,7,990-1240,5,35,42,23,1.8
wilson-college-3396,Regional Colleges North,16,36,22,48,41,59,-18,73,57,-6,2.5,,8,59,81,81,1,10:01,15,940-1120,12,38,6,3,15.5
